sentiment,content
1,@jameswhitaker Umm most def  We should have a fun Houston day together and then hopefully it'll turn into a Houston night... hehe
2,"@MckMama Why are you scared of the mouse? If you can figure out *why* you're scared, maybe you can deal with your fear."
1,"@chellanglo *hugs* love you, MamaBear!  Happy Mom's Day!!!! (in case I don't see you around tomorrow)"
1,nice weather..looks like its going to rain here in # Delhi.
1,@melgreco thanks for coming in tonight  it made me so happy
1,@CHIOMA_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!
2,"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often"
2,"@Pierrino yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?"
1,first night in myers. just not the same w/out lydia!  but i'm actually excited about this summer!
1,"Buenas noches!! Hope I dream of either heaven, music, dolphins, or the sea. Sweet dreams to all"
1,"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today."
1,goes to church  hallelujah!
0,"@lonejohnny awwww  I'll be waiting then, hope it doesn't rain"
1,"think I'm gonna start writing a proper blog, can anyone recommend any good blog host thingys?"
0,never trust someone else's battery operated power tools when you're in a hurry
1,Went to see UP today - very disappointed - it was sad   Almost made me cry!  I thought it was supposed to be funny.
1,@keithbrooks Glad to see you're still around
2,"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!"
0,i want some followers
0,HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven't had a moment to myself
0,@cubbygraham I wanna come!!! How come u didn't invite me!
2,@Krucial nothing just joined up
2,i hate parents
1,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.
2,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?
0,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
1,@cschug We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party
0,"y do i even bother getting a new fone..i just fucking break them anyway,,,fones dont float,,especially when thrown in the pool"
0,@fiddlecub Guessing that's a question to everyone. I'm struggling to finish my last university assignment before I can start my summer
1,"http://twitpic.com/4jfa8 - my new baby cousin, Olivia. 8 pounds, 19 inches. perfectly adorable."
0,Gah... why is my Macbook Pro getting so frickin' hot just sitting on the table doing nothing?
2,leaving work in 25 minutes to go to Broompark then to see the new flats then for lunch with Mandy and my dad.
1,@NLiukin hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you
1,"@inrsoul ah! well, I'll see if I can find u later in the week.  I am tempted to look at Leica's this week. LOL. We could go check it out."
1,Hunny was here today  or should i say last nite. Haha. 5 months&lt;333
1,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.
0,@jerzicua fuck it. You don't look well. You have to go home.
0,is wondering what happened to all those froggies at the potato farm!
1,I gots a Pandora bracelet for my birthdaaaay
0,Last 3 days of school....I'm sad but happy but anxious.....
0,Just got to work  Today is going to be another long ass day!
0,"I seriously hate my life: it's currently 2:42am, I have 3 finals tomorrow, and have not slept a single second"
1,I'm Christine and I'm a friggin' shopaholic. Check out my new coat  Had to promise someone I wouldn't spend for 2 weeks after buying this
0,I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.
0,"@iHolleeee i miss you too; i need to talk to you, i keep screwing up ..  lovee u !"
0,"Well, @suzylake I discovered I can't swim.  I'm out.  Sorry"
1,"@weshotthemoon most definitely will!  also, i wanted to say &quot;perfect time&quot; was my favorite track! it seriously made me tear up!"
0,Today feels like friday. Too bad its not
0,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though
1,Today Tina and I have officially been together for 5 years.  Longest consecutive time I've ever spent with one woman.   I love you babe!
1,asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76
0,My Blackberry's got a fatty (battery)  guess we're kinda in the same boat huh @laurensanchez ?
1,@TheLogistician Thanks for sending the link.
0,"i really really hate biology , u______________________u"
0,fighting a cold.
2,@ErikVeland i'm not in the best financial situation myself at the moment. i'm beyond broke. my money is spend as soon as i earn it atm
1,"enjoying the sun with daddy, learning for englisch exam, watching gilmore girls"
0,@_finn_ Except I dropped him on my break and now he's got a ding in his side.  At least it wasn't the screen.
0,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it
2,@Lesley_M make sure you watch in HD
1,@purplefrogcat wow.. purple leopard skin.  fieeerrceee..
0,"@JulieAdore I checked ULCA, they've got a program in producing, I'll be so much interested in. But...."
1,"@themishi Wanna come to Mifune tomorrow? Impromptu #Tweetup , 11am"
0,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
0,@WorkInColour It was a pain worse then death!  The Dell is just a boat anchor with a power cord or a very ugly paperweight!
0,"@tahitianmom that truely is sad news to hear  we are all created equal, so sad to know our neighbors are such prejudice people"
0,@TheHebrican can we trade weather? it's all gloomy today in la.
0,"damn, my photo is gone!"
1,Good morning Sunshine   Tiime for $chooooL ! lol . BBL`
1,Counting the minutes when my dad's g-friend is leaving
2,found any decently priced breakfast yet? i hope you do  @DavidArchie
1,"@duck_ily Thanks for coming out, cuz"
2,"@Lacrimae Pfft, there you go with the logic again!"
1,@glossymom yeah i am getting to that point. Need a new phone anyway so its gonna happen real soon!!
1,my mate megan is the best thing since sliced bread. i loveeee her
0,"@mona_tweets I wish I could be there to give you the biggest hug right now. I'm so sorry, I can't imagine how painful it must be"
1,I'm so proud of my NAU graduate friend!!! We're getting ready to celebrate  tonight!!! It'll be an international ordeal~
1,&quot;He was interesting..and brilliant..and mysterious..and perfect..and beautiful..and possibly able to lift full-sized vans with one hand&quot;
0,I wanna be out in the sunshineeeeeee
0,didnt do my devos...  hopefully my day doesnt suck because of it.
2,@ArunBasilLal Tat PsP! Its ma fathers name. Hw did it end up in ma userid? Long story..  'vishnupsp' is ma user id for almost all sites.
0,I am so jelz. I want a house. &gt;
2,Trader Joe's &quot;sushi&quot; is a fail.
0,"@chrispringle Luke M here, thanks Ps Chris! Ur husband is pretty cool I reckon! Sorry u were feeling sick and hope you feel better soon!"
1,is loving Mortal Combat right now!
0,ops   that lol wasnt supposed to got to twitter
0,@esoterismo My Dad told me music that has the power to heal the soul. Sure is true of yours
2,"I love my daddy, but I don't want to go to his house today."
2,@JohnnyDeppNews EXACTLY!!
0,Take antibacterial to school to clean your hands when you cant go the loos
2,Baby was not herself after recieving vaccines
2,"@laurawalkerxo eh, june 15th  are you going to the signing on the 18th, i think it is? x"
1,"@goofygeorge You are totally welcome to come hang out on my wiki  Do it, do it!"
2,@RussellDevon - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X
0,ate all my chocolate
1,On way to grab @DeejaySpider @ airport. Listenin to #thebeat. There's noooooo way @djflipout would play these mashups.... AVH would be
0,has work tom.
0,@chelseytx I don't have the app that does it
1,the sun is shinning! im off out!!
2,@sageeb Well you can only find out WHY by first knowing WHO?
1,I am officially a kindergarten cop
1,@andyclemmensen aww thanx andy
1,boring. i wanna go for taekwando
1,"@nicolejacinto Ahh, your baby is so cute! Happy Mother's Day!"
0,@finellskii have fun!  i am sad to not be with you guys
2,@Dr_Jared I thought of u man!  The city had a parade for him too. He threw out the first pitch for the Brewers game at Miller Park too.
0,big sis moved out 2day  its gna b weird without her! X
0,"@adamtheeditor I heard it was disappointing, which I am disappointed by before I've even seen it.  What a waste of C. Bale."
1,"Yay, I won at the @Jumeau Bags #Giveaway from @InstantShift. And those bags are so pretty!! Or maybe I'll have a belt? We'll see!"
1,&quot;dream of a better world because it's coming&quot; -someone could live off of those words dude
1,Singing along to MyChem.
0,@ajlnike09 omg wtf why is there a porn site following me?!
2,Finally reunited with my Hunny bunny@tarzan_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!
0,@SavingAmalthea that sucks
0,Oh god! I had to look at &quot;How to use Twitter&quot;.. how hopeless is that?!
0,"@ss1271 yes, that's what I meant... I don't have anything to turn it into Hirigana, though."
1,"@soulsweetness I will, n btw happy mothers day sissy"
0,can't find her favorite Nike shorts
0,GASP] pulleaase dont hate me if u ask me a question and i dont answer you ... at any given time. i just cant see you! sorry
1,@scottfaithfull You're not singing in the rain?
2,@rinaswag I think she'll probably have the baby before I get there unfortunately
1,Today is a tuff day...g'morning
0,"want to read twilight all day, not work at the stupid cher function"
0,@thepresidentJx3 should I still come? Its gonna be a while
1,@TheNewMachine Haha. Yep. Ya got me
0,"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves."
2,thinking of you   why we canï¿½t control our thoughts?
1,@ClareHeartsMAC can u add ur link. I can't find u on YouTube.
2,Yah me too
0,Chilliin
1,"@nerdwife Now, what on earth led you to believe that?"
2,back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.
0,"@bradleemeredith Awwwww, i'm sorry"
2,@Saraa_xD What I TRIED to say was 'it seems like the people of Facebook don't agree'... I guess I fail  -cries-
1,@Holly2305 LOL Me too. Going out at 12am isn't as easy as it used to be
2,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!
1,@aplusk  Please play in my movie
1,I WANT LASAGNA TOOOOOOO.
1,morning  football today! thinking of learning some Applescript
0,"Whoops! Start Trek,...not Start! Duh."
1,@Jamie_127 glad you got a laugh out of it
0,I'm so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first.
0,"Soo tired, couldn't get enough sleep"
0,Heading home in the rain  no pool today...guess I will hit the treadmill instead.
0,@Mulla8285 Oh noooooo!!!      I'm so sorry!!  That sucks hard!
1,@MattCundill Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same
0,@Wil_Anderson your tweets were awesome  fuck the heat. That's what dencorub is for
2,is back from TAFE and has bowling in about an hour
1,Not really  but its work so yea kinda
0,its overcast today again  it looks like it wants to clear up but i doubt it :/
1,@Ceadda say it isn't so!
0,own 2nit but i cant go.
0,@maenad_au see i never got kyile.. not then not now ... see I must have some taste
2,"Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness."
1,"Choir assembly was bad  it's fucking hot, yay!"
0,Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow
0,@JustPlainMeg im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you &lt;3
0,Matty is le tired.
1,is dreaming of the weekend... awake!
2,"@gretchenemily I'm in an 8 now too, but b4 I had kids I was a 6.5! Darn babies making my feet grow"
0,@mikeziemer you traitor  whiskey and coke is my aphrodisiac
0,Our plane had landed!! FINALLY gonna get to board...an hour late.  stupid rain!!!
1,"@trswift yep, meeeee  I'm awesome hahahha"
2,just when i get the music to start playing..i clicked &quot;home&quot;
0,"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story."
0,Omg ! BGT making me cry  . That wee girl  it's soo sad.
2,@gettothefalcon i miss that too
2,"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~"
2,HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!
2,Guess I'm on Twitter now!
2,Try Holy Cow! Serious Sauces! Use Himalayan Hot Garlic in pasta...yummy!! Introductory offer 99p in ASDA! www.holycowfc.com
0,Wishing Adam wasn't at work
1,thank God we finally found her!
1,ah midday - great time for breakfast
1,1 more day!
2,@speed_ofsound oooooooooook xD que aproveche (: la cancion esta genial
1,"@veeiceekayi look, i'm following you!"
1,"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!"
0,"me and chloe are drinking away our sorrows, Dreambears SO should've got through"
1,listening to some bands recommended to me by Sarrah  i really like the friday night boys &lt;3
0,@el_juansimon God I'm bored. Wish we could've done something 2night!
0,@grahamcoltonfan hahah me too!! Except for when Haley gets hit by a car  but yay Leyton!
0,Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all
0,back garden times. my feet hurt
0,I'm not ditchin i'm barfin so sorry guys  ESOTSM;
0,really annoyed that work appear to have blocked facebook now...
1,@AYoungOne Yep that one works. I LOVE Potbelly but I can't get it in AZ  Have to wait for my Chi-town trips @PotbellySdchWks
1,@torilovesbradie no probs(: and yeah im still sick. no school today  lol. feel really crap but thats because im dancing lol . thanks
0,@monica058 Happy Anoop Day to you Monica
0,studying with @rachborntorun and colette!
0,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh"
1,my stupid msn wont sign in
2,@Stillmywords You just noticed this about girls?  Welcome to adulthood!
1,"@zanelowe I love wearing my hood too, even though in Portsmouth I usually get terrified looks from pensioners when i do"
1,@Jayeliwood No it's not sad. Should make you proud
1,@clairemaxwell i know that feeling way too well - have a nice walk
0,Dam only 5 votes  not gonna win anything now
2,Coming to the end of my vacation.
1,Watching the Pianist with my dad great movie.
1,mum's day - ended up being happy  not that it's my day or anything....
1,Had a little romantic date with suzy in uptown
2,Drinking and smoking is very bad.---but im grown tho
1,Gonna go watch Shorty Street &amp; then prison break marathon then bed maybe. Nobodies texting me!
0,is really ultra bored
0,@dredpiraterob poor thing. come watch tv at my house  lol
0,damn im so bummed out right now....nobody loves me
1,@aduquette I know. It's not hard to NOT click reply.  Sorry to hear about the possible stomach condition  Sucks to deal with.
0,@ArsenalSarah she lookd soo freaked out!!poor wee thing
0,@jpaola no money no honey! hehe too soon  sorry
1,"Finally welcoming new #followers: @syedbalkhi, @knowem, @avilan, @jkneen, @webfusion5 &amp; @jonathanengalla. Tweet on!"
0,OH NO! MY FAN BROKE  NOOOOOOOOOOOO! great now i have to swelter in the heat. i like heat-ish but it hot! my laptop warm as well.
2,@twenty8 Shitttttt
2,&quot;To boldly go where no one has gone before...&quot;
1,@paigeebaby  HAHAHAAH LAMO  thats so bad xDD i want my oneshot to go thurther hehe like ... BEDROOM xDD
0,"@3spur I work at Schneider Electric, but not much longer. They are sending our jobs to Mexico"
2,totally forgot about pink radio being launched today; gonna listen to it when i finish my assignment
2,@agary2 it's trashy and sensationalist...so yes
1,there's really no android twitter app of Tweetie's calibre
1,@musiclove18 haha thanks  its for history and its on how the invention of television has influence america lol
0,@Mauityler87 u don't love me  no follow..how was your night? ;-)
1,@meganyeo Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you
1,"@charmmydoll I will take pics soon :] Also, I would hang out with you everyday if we lived near each other"
2,"Cougar Privacy Threatened as Surveillance Increases  http://bit.ly/ayViO - sorry, couldn't help myself with this one"
2,"@JofArnold aha, so that's you.  I've been meaning to take a look. Looks cool. If you could just get a pool in there"
1,i ran out of facebook quizzes. lol grocery shopping then work. w00t?
1,"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!"
0,"@slicksean I'd love that. And, don't think of it as easy. Think of it as enthusiastic."
1,@Owl311 thanks
2,Good morning everyone! It's back to work for me - so won't be able to chat until tonight - I hope everyone has a great day!
1,Gdnight Tweeters (: Night @athenakg sleep tight and don't steal my blankets  Otay! I love YOUS
1,"@AmyriadfthINGs Yeah, I've never seen that! But, I guess I've never really needed it."
1,@peaches5068 Happy mom's day to you too
2,is so bored
2,Dear MacPro what is this? I'm just trying to awake you.  http://twitpic.com/67orb
1,"@JonathanRKnight awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom's day present ever!"
1,"@gretchenrubin I love this!!  our body should tell us how much sleep it needs, and its always good to be mindful at mealtimes"
2,@xoxoJL whatever!! Stupid Aussies!
2,Home now. Some invaders have taken over my base
2,#Volvicchallenge Tesco dropped off my 14 bottles today  Props for doing so on a Bank Holiday
2,"@mikeseymour Keep it that long, people can ffwd if they like (now, if you did AAC w/ chapter markers..."
2,Screw you @davidbrussee! I only have 3 weeks...
0,"planning! and trying to call the doctor, though that isn't going so well. So mostly, planning"
0,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
2,eating cheeto puffs
2,@keino sao b?o l?c th? em ;;) m?i xem xong Hostel h?
1,says Happy Mother's Day!  http://plurk.com/p/sutar
0,"@aliwise TMZ HARVEY LEVIN, OR TYPE....TMZ IN ...FIND PEOPLE   ~~~~"
1,Archuleta &amp; Cook will arrive in 2 days!!
1,"@DanielleAdalis the ending is te funniest, you'll see. ;) @JonasBrothers you know paranoif is always stuck in my head?? Love it."
1,@solangeknowles I'm going to the show in Amsterdam!  Can't wait!
0,Hmm... the new sports catalog and card jitsu updates are not appearing for me
2,Ugggh school is so boring! I cant wait for this year to be over. So stressed -.= i shoulda stayed home today....
2,the dates of the hockey games were confused they're next week
1,"Going on 1,116 days still no new tattoo."
0,@ThinkReferrals oh man I'm jealous!  just got it?
0,@KellyFahl Psych has to be better than neuro!  Or at least in a better part of town?  I miss you
0,my head huwwts
1,@mileycyrus http://twitpic.com/4ukqe - haha cute and beautiful  U R cool Miley.^^
1,@shahpriya nice luke quote  goodluck on the test u have been dreading.
1,@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ns glove
1,@MicaR think so but my boss is in Switzerland all week. going when she returns  ira gonna be awesome
2,grinning like a Cheshire cat.... ....happy as hell. they made my day  ??
0,@exton won't anyone give poor ernie reyes jr a break?
1,@boldnbright1 Call me when you have time and a good phone  I wanna catch up with you! I love you and miss you.
0,better get some sleep soon. she has to get up and go to Sunday meetin' so she can pass out invites to her jewelery party.
0,i miss the Soulja Boy dance...
1,"Dinner with Ali tonight celebrating her first day at the new job, will be near Trader Joe's, might just have to stop in"
2,wish I was at #eurodjangocon
0,"I'm feelin sad, depressed, lonely, unhappy all at once. Rwhats wrong with me"
0,Looking forward to a short work week followed by a mini-vacation in Clemson
0,concert tonight  chackin out and not coming tomorrow!
1,@hitrecorders! please follow @FollowHitRECord so that we can keep our updates and stuff there  use it to spread word
1,"had a heart to heart with his boy (ALL good stuff, promise!) and is now a bit more smitten than before.  fucking loves!! (Avi=hawt!)"
1,my legs are soft  watching a move with my mommm short day @ workk
2,"@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3"
0,"@coollike &quot;And I'm packing your ANGRY eyes, just incase&quot;"
1,Scramming a little early. Nibs sounds pathetic.
1,@olsonbd80 loved it! Thanks for taking care of me
1,@Janiro dammm..i thought i was on to something  lollllll
1,updating my resume
1,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan"
1,"@LucyKD lmao, im only joking mate"
2,A- on my french paper.
1,@katieclair88 You guys didn't call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!
1,working till 5....why are they playing miley cyrus on the company radio and not adele?
1,"@morrick I'm feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about."
1,Ooooo! I'm lovin the First Lady's fuschia sheath dress! Tres chic! I want her arms!
1,@miraaaaa hahaha. you should eat then!
2,on the phone  !
0,OMG I'VE JUST SEEN WHAT HAPPENED TO HOLLIE! POOR ICKLE ONE
0,@JayLink_ I'll be glad to help in any way I can
1,2 dates to go and i'm done booking this first tour  anyone wanna help me find shows in and around NYC? June 2 and June 4?   Thanks!
0,@ChrisPeezy angels even though I'm probably not the third... ANGELS AND DEMONS
0,SCENE SLUTS AT 4AM IS ALWAYS THE SHIT
0,@HaleyFaye  Why?
1,Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!
0,"Bad day, just got worse..."
1,"@starrjonze that's the prob, i work from home, and the bed's calling, no, screaming out my name! had really strong coffee instead"
0,Sitting at the Connection listening to the employees reminisce and mope about their last shift
0,"I thought I was safe from the INJECTIONS today, only to find out my Mom will be the one who'll inject me with vaccine. HELP!"
0,@faffyfoo Yeah ...  I don't know why that happened on this video...
1,"@beccamorte Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people."
2,@taylorswift13 so my friends are coming to see you on NYC...but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou&lt;3
1,@sun_ho Yay you can eat proper food now!
0,@l0RENElAiNE I'm not goin have a way out there til b.dix gets off  but we swimming tomorrow !
0,"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask"
2,ups ketauan cabut nih gimana dong
2,@AlexAllTimeLow  get back to tokyo man..we miss you.
1,My chick wont shut up  Will only stop chirping if i sit with the bloody thing.
0,@Suziebee123 yes dear....  ... I'm opff bbl8r
0,you know you're working to late when you hear about the sun setting via twitter
1,"@mistygirlph thanks misty, really appreciate your support, thanks for the comment  off to spend day out with dylan down beach"
0,Now have an unpleasant talk w/n-laws 2 look 4ward 2....
1,@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.
0,"@maximCH  there's finally time, it's raining  and the hockey doesn't start until 4   Good idea for a myepisodes.com script, but it's me."
0,@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.
0,@inoverflow I need to cancel my appt for 1 have to be home from1-5 for washing machine repair man can I do on the am? So sorry
2,In the park with seb and ruth
1,@alitherunner yeah I know. I need to get back into twittering. Just haven't felt it.  but yes. Thank god for txtin. I would miss ya more
1,@mattbeesley why thank you. I might just take you up on your offer
1,@brendanvalencia where and when is your next show? or upcoming ones? i really want to see you guys
0,Wat a nice day it was 2day!me and rachel decided to walk to work and walk back lol..was so warm inside tho
1,Mom ur the greatest.. HMD
2,@neilfws maybe you need to start a &quot;wholey created by evolution&quot; or &quot;wholely composed of matter&quot; flickr group
1,@udupendra I'll keep that in mind when he gets tonked for 40 off his 4 overs.
1,I'm off to Costco in a bit to print off more photos for my photobook
0,@wowinsider no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I'll fetch him one day.
2,"@artbynemo My name is Chad, but I won't be here tomorrow"
2,Tweeten Out  Tix deals for NKOTB 5/28 Was $43 NOW *$38 http://tinyurl.com/NKOTBTweetenTixsDeal &lt;-or other SEAT Prices /NKOTB Dates
2,you forgot your fans too!  haha
1,I wanna see the Jonas Brothers in concert..
0,omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.
0,@iamdiddy me.  confused about a guy...he's great but why am I pushing him away?
2,Watching The Seeker
0,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
1,@erniehalter love your voice  sing Whisper!   (erniehalter live &gt; http://ustre.am/2VkO)
2,I REALLY think there is play-doh in my tastykake brownie
2,@ddlovato Woo! Twitter kind of sucked without you.
0,I'm getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.
0,Having really bad sorehead
1,"I'm sending a Happy Mama's Day shout to the greatest Twit-mama ever to @NikkiWoods... U kick ass, all day - everyday! Lovely sons!!"
0,@MrWize sike sike call it truce???????????????? u still a bitch and my ppl still gonna air u out tho
1,OMG! i'm almost done with the last block on this quilt! Just a few hours of work left  i can't wait to meet my goal
2,I have to work tomorrow too sheli
1,yo yo yo! i like ice cream
1,Weetabix and Choco milk  Yum!
1,The NVIDIA ION-based Lenovo IdeaPad S12 (  http://is.gd/J6Zy ) is awesome.  Fn key to left of Ctrl makes it non-starter for me though
1,@Mummyofmany Jesus heals
1,@ArchisM @kaushal I'm here I'm here!!! But #twpp is oficially over guys
1,"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!"
2,loggade visst min 400e cache i lï¿½rdags!
0,k might take long then a minute then
0,ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!
1,I just had a lovely lunch of curried rice and mussels with baby octopus - yum
1,"@sethu_j 4ever, it was in she's the man aswell  I love them now. I want gossip girl too! Have decided summer = spending lots."
1,my first moms day as a mom  now im off to long island to see my mommy  &lt;33 HAPPY MOTHERS DAY!!
2,@cats2cats Thanks
0,Baltimore beat the Yankees  @Ashley094
0,And they are really censoring over at nin.com and I really hesitate to go over there are talk about this
0,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts
0,Powerdvd doesn't want to play my Pushing Daisies dvd. I only want screenies to make icons with! Copy protection gone bonkers?
1,"Yeah, let's build an app #euruko"
0,http://tinyurl.com/nqudrt - Hurt my finger at work
1,@robluketic  Thank you so much. That was so nice of you and I was happy to hear you voice  You've really started something Good!! xo
0,@juliegoodacre I was thinking of changing it but it is a hassle for everyone who follows us so I get to be Jason
1,@dfg77 Welcome to two months ago! Banjo Tooie is about to be released!
0,I miss my friends so much
1,"Good morning, everyone!  Just finished breakfast, and getting ready to see what this wonderful day has in store for me!"
0,Sweat is just not cute.  Unfortunately I haven't figured out how to work out without sweating. BOO.
1,"@getemgirlfriday aw, I hope you feel better!"
1,there are # days of summervac &amp; school comes along just 2 end it &amp; the annual problem of r generation is finding a good way 2 spend it!!
1,@amnitaleandra Ow. Okay.  It's good you're better now.
0,"I'm now totally addicted to Farm Town. Frankly, it's more fun that fixing laptops or studying the diseases that will kill us all."
0,Head hurts bad
2,felï¿½z dia de madres  | happy mothers day
2,@nikz93 you're such a teeth freak now Nikz
2,talkin to sum1 special
1,@ParentByNature that is so lovely
0,"@Littlepiddle1 hey chicLit whats happening? Just trying to promote my business, it's really hard!"
1,@smf_always3 okay well thank you you are so beautiful too
0,@jessicaduncan http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!
1,watching JONAS for nick's beautiful voice to put me to sleep
0,GOD SCHOOL IS GOING TO SUCK ASS NEXT YEAR!
0,@jimrhiz last reply  a scholar in US Homeland Security said an ontology was created for it &quot;and everybody hated it[s prescription].&quot;
1,"butterfly fly away- miley ray  , oh &amp; happy mothers day &lt;3 love u mami."
0,"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow"
0,@antennaswrvu i can't figure out how to listen to it from the internet
0,@streetztalk physics  the most boring class ever!
0,@SOREALCRU its Gloomy in LA no sun  but its nice
1,@davorado Bet she plays on Medium and you play on easy too huh...  #iPhone #Fun #Game
1,"@ashetler I've totally been MIA, i know  bad me"
1,@light_bikes sounds good to me  hahaha
1,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!"
1,"@weddingsites Not a problem. I loved that idea, and of course the photos were just perfect!"
2,@JayLenoTonight Good luck tonight on the big finale show!
1,"@Health4UandPets Hi Lisa, you have the most BEAUTIFUL pups! HAPPY MOTHERS DAY!2 Raven, Rio&amp; Thors WONDERFUR mama!!  *kittykisses*"
1,@jenrolton  awwwww  would a virtual high five make it any better?
2,@LucyFurLeaps It's still up the duff boo
2,Just cleaned mii scrolly ball!
0,Now I'm following you Ah Ha! Love your laff
1,@cocotian of course i do.. such an adorable face.
0,@alchemuse Oh noes.  Hope you feel better soon. My head sympathizes with yours.
2,Ha! I think I really have lost it. Time to get ready for work.
1,Mariana ~ Photography by Cassone's May 2009 Feature http://bit.ly/E2bjm  - Thanks so much
0,"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work..."
1,and we have mega sunshine this morning!!!
1,@imthinking i loveeee john ritter
2,tripping through tiredness is nottt nice
1,Back at work
1,@lauraaaknight grr @ naplan. just finished my commerce &amp; geo exams  good luck (Y)
2,@penguinm That comment was just to ..well you know...to not reply to it.
1,"@vectorfunk Presentation went well  Yes, I also met a buch of cool people. Checked your portfolio, nice work/details in the projects."
1,Speedbumps suck when u gotta piss!!
1,"@RobHolladay I added it, are you still awake?"
1,"@rowansingh Depends where your drinking, what your drinking, and how many mates you have. Joke fails"
1,"@heidimontag - Bless you as well sweetie, and i hope you have a wonderful weekend"
1,I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*
0,@backseatsurfer9 Oy.  Get checked for ulcers please please please.
0,@yelyahwilliams Noooooooooooooooooooooooooo! You can't do that
2,@RomeBadBoyEnt
